0_x,0_y,15_x,15_y,30_x,30_y,45_x,45_y,60_x,60_y
0.31518357076505615,0.3336308877376582,0.31469677718293,0.3298918053808332,0.29932410862512804,0.3258530649860977,0.288160962210613,0.32590320456226074,0.28838253197517527,0.31220610771906615
0.31200867849414404,0.33854708320235066,0.3123231684145638,0.32324407141835737,0.30197740664642236,0.3278409233026643,0.2933980749461025,0.3168634327702435,0.29254398255530456,0.3102374565527964
0.3159384426905034,0.3220071621309043,0.30799815184960083,0.3219090055828885,0.29873790039500014,0.3213434580840834,0.29563197233289173,0.3202261135449999,0.2927900843602222,0.3090820580510621
0.3203151492820401,0.33181484618345286,0.3044653161114721,0.32598312771294524,0.30116019235180475,0.31993881632746124,0.3071384382867009,0.3202559895094054,0.295063151729217,0.319064994560689
0.3115292331263833,0.32574678715439087,0.3111911165680679,0.3251490768873754,0.293231926665231,0.317574247367211,0.30048276562266873,0.31749107903594237,0.2858657081835958,0.3159296615113607
0.31152931521525407,0.32656437308117653,0.30966742692710875,0.32373385975336366,0.3037664685368647,0.31887294735010524,0.2910225921545005,0.3131376722605795,0.2956628363692366,0.3188970269880256
0.32059606407753694,0.3260380303788057,0.31217596610013865,0.3294819372372836,0.30270602737681107,0.33774547212654366,0.30013018144708814,0.32161487251808835,0.2791780418419861,0.32045236343060757
0.3165371736457645,0.32468004615160095,0.3108758590084098,0.33077652604285257,0.29861455684465904,0.32922339790368393,0.28996348005530814,0.31969498014072306,0.2895505772381809,0.3183280849658627
0.3103526280703252,0.32924260813972417,0.31294776357659665,0.32644203443145925,0.305996228342162,0.31624462816895993,0.30311345526943534,0.3225012023471829,0.2902586307877422,0.32028881588075186
0.3154128002179298,0.32484524941794485,0.3050238239421971,0.33338765040527635,0.30738785068813274,0.31638771021628215,0.2953443767409106,0.3173319984678042,0.29586663413035613,0.31665233856878866
0.31038291153593767,0.3303522841288992,0.3142869703281716,0.3202915544293325,0.2946622006781551,0.3254093303085925,0.29723181905630414,0.32610410649406524,0.2928131542633843,0.3110650330584713
0.3103713512321487,0.3287488094527543,0.308687998023462,0.32503170270360143,0.2988863761071689,0.32573632398688984,0.3043289832377109,0.31561613109394077,0.28567218473071854,0.32228907090410397
0.31390981135783014,0.327805259765668,0.3180763043631263,0.322415888396986,0.29885428825106347,0.3257444191765868,0.2912641821570787,0.32856020142008946,0.2877750343709149,0.3140544393360944
0.303133598776711,0.324462181689792,0.30425406090955215,0.31666731691463473,0.29800048449445565,0.3217252210322315,0.290714409074435,0.3112618174508587,0.293693400047737,0.31232201850618785
0.30407541083743483,0.3261161433471583,0.31637981901582624,0.32558659657078654,0.3068473742096587,0.3223727286999855,0.29478200336826993,0.32217385032278445,0.29230466329067717,0.316110410620978
0.30988856235379514,0.3327769561291288,0.30868955391731323,0.3253912624580836,0.30173086930613596,0.3246393976207968,0.30289189425509655,0.3223771534126331,0.28980437945182125,0.31243594540351743
0.30763584439832786,0.33150458593812193,0.30444290998192775,0.3335672487162107,0.3013774257934469,0.32342946503146663,0.29010326962261573,0.3160222146602956,0.29029583105244006,0.3149128480900528
0.31427123666297635,0.32411222377600724,0.30528057082972837,0.3291540584227739,0.2926806881779662,0.31190349813626234,0.28353922200944714,0.32212196968930507,0.2961808399857964,0.31872026960781735
0.30815987962239394,0.32949666152714613,0.30609826345902835,0.32087906587835396,0.3058770901510461,0.32185100184712406,0.295444205707955,0.3263975933488008,0.2901115371356539,0.31874170869623064
0.3056384814933235,0.332756935616859,0.30982082973200953,0.33527046283167095,0.2965037080257326,0.31874296782869843,0.30045870399955454,0.3089159058032297,0.2922595437798546,0.31251084966787185
0.32002824384460776,0.32065297359439315,0.3103141774401775,0.3321051684776268,0.3029996631513316,0.3238760570945426,0.3037013087486941,0.3225137240374541,0.3035496829404027,0.3145614731352563
0.3115711184975673,0.3317168009618997,0.30483149998030706,0.3289104885173431,0.30408688468979095,0.3379262950130171,0.295384193189573,0.30753364589834964,0.2855815868155803,0.32237166502385123
0.3130376410234396,0.3256868812052708,0.3075782270386951,0.32486757950575085,0.3095032929791932,0.3248374083273715,0.29564286696441994,0.315171675982384,0.28344078634212666,0.3194820005886697
0.3055762590689327,0.3318529933429658,0.3184113517930593,0.3212028038163826,0.2961558980044044,0.321432351569138,0.3034695036712787,0.32814583182450474,0.296617948323993,0.32737532519674273
0.30997808637737406,0.32518370421728743,0.3163377158505035,0.32413896611964477,0.28760243922089584,0.32760900750988625,0.2883512915015229,0.31709108983303974,0.28930678469352944,0.3229006408687076
0.3132546129485493,0.3199755894966774,0.30988161834837014,0.3314437430985209,0.30361924772376847,0.32541343943604606,0.2957573961240849,0.31413060017795513,0.2911088123612869,0.3227214653427997
0.3069450321128885,0.3208622878105842,0.307890017390841,0.33542293152967306,0.31170255590755425,0.3251004724522592,0.2986521194496253,0.31901031135507657,0.2887942181093444,0.31006065724772097
0.31457849009172834,0.32924042473330695,0.3083001566335913,0.33371621764136095,0.3088947317646972,0.32603425296607835,0.29994609360642516,0.33033953169081776,0.2914009992961624,0.32081930175816714
0.30969680655040593,0.3302986125086074,0.31076758986365205,0.32355575289106864,0.3037482970763731,0.3332827178241477,0.29515096653404554,0.3108415887639699,0.30069269056048165,0.31673446599151545
0.3112415312510336,0.324478416874478,0.30258603717400795,0.32040191283355496,0.3002418190718397,0.3173455578233704,0.2978722050585292,0.3147434504418033,0.2967106422930906,0.31424509098230874
0.30969146693885297,0.3321929622938869,0.30641311731288323,0.32670443123455606,0.3067356129831865,0.3253681603840573,0.285258363232935,0.32748715841589815,0.2970111175594348,0.3178400767026626
0.32196139092254467,0.3206923996886552,0.29935707963061203,0.3171578031721858,0.29783226900147763,0.31836809435009233,0.2944087579383307,0.3292885117176887,0.28561886472103676,0.3217260576730574
0.3126325138763103,0.32866960100676346,0.30969611561302635,0.3276158385709239,0.30508178884678105,0.32577756323171125,0.2999675435627723,0.3194828438785486,0.2869442313172356,0.3195041579550211
0.30741144535522047,0.3229449190011877,0.31093597969851366,0.3252619870685067,0.30522735079583313,0.3184065674425695,0.29278852982872655,0.3138047364873668,0.2785046067025728,0.3126076309932897
0.3168127245605159,0.3257408194609892,0.3052840676885031,0.3236698174906588,0.30800104953749435,0.3209131659319746,0.29799492110794795,0.3304792175090458,0.2886530958945862,0.32071229456796313
0.30659578175014485,0.3292369933565821,0.31556993381645015,0.318026484663666,0.3164983001945554,0.32152455042881045,0.29993436250401345,0.327972211958746,0.29748351593192823,0.31381206228962016
0.3137443179750238,0.32469793317358026,0.30157117168498826,0.32856800053284857,0.30466207983589383,0.3278790835967236,0.29598725399571113,0.32339473493881116,0.2952847325787418,0.31808341559482145
0.3029016493806011,0.3270772222788509,0.3003781255989509,0.32333649580169044,0.30015518187146245,0.3275922722197121,0.29855231885498285,0.3159379882553129,0.29159243368523935,0.3154832496626143
0.30605906975550784,0.3340314640460722,0.3088222590927998,0.3201504158214486,0.30257212843904,0.3167714131177681,0.2928863371735769,0.3197548532958098,0.2925884985814097,0.31590566874132187
0.3136843061793456,0.3261155406523843,0.31293549151306077,0.31163868893359176,0.2938546204755544,0.32327467055499925,0.29666694360151974,0.31919819959477586,0.28925557228712295,0.32083121487520255
0.31639233289997704,0.33317846056032574,0.3161196384572893,0.3258624254747468,0.2992264343445547,0.31945210072625413,0.30075108084794605,0.3216542565230779,0.29372379441200885,0.3117990314009205
0.3135568414059498,0.3233514657267119,0.30540557868565527,0.33486125798334876,0.30065358780943446,0.3167074754466233,0.29848486480484215,0.3272550071906567,0.29652939139740303,0.32672597537138465
0.3121217585880588,0.33164902088957643,0.3130934041671565,0.3343062960727394,0.300079558010327,0.32191491474787814,0.29476734365218027,0.324397085205687,0.2846205660629476,0.3078945696535275
0.31119448152205353,0.3362078431032895,0.30750745765249643,0.32371451871706863,0.3034617743601686,0.3214575860577209,0.2988210820214539,0.3146131196150762,0.2941982384391867,0.31401166158372573
0.3053073900481628,0.31664177749936356,0.3068368635002959,0.3229889396981911,0.29858790033808896,0.33513358243172764,0.3012730489531831,0.3268824822500977,0.2973621743547733,0.3188510594497087
0.30910077895802646,0.32501552372264764,0.3121182996874333,0.3283438712803751,0.30830515333662234,0.3251647991268035,0.28745029360711255,0.32156566070006576,0.29062449855518313,0.31992157083217654
0.31039680614520104,0.33188536063590274,0.3109616143920671,0.3210080728040586,0.302701035324591,0.31611191249622883,0.30349537032477947,0.3234353289792946,0.2962035030606029,0.3164976213971415
0.3179856111310946,0.3279847730697851,0.2998180392150787,0.32750895949909736,0.3026534983943069,0.3201761299791453,0.2960187263065946,0.327332704296393,0.3067732722223627,0.31671304648499227
0.3144180914478423,0.33085572936685653,0.31508270174862946,0.3298304013919235,0.30106052641743536,0.328106916477147,0.2998274496662011,0.31444209875243223,0.2921782860350655,0.3190527504266381
0.3038847992231863,0.32598007406642093,0.3146004567707372,0.33213466611942155,0.30347595341929484,0.33344221386434963,0.3036862346182261,0.3198208721064677,0.29466653525002656,0.3158446526127116
0.31432041984697395,0.3294329489373645,0.3045721864924523,0.32549922961760025,0.30682549132333814,0.3150700834388102,0.2908416315138476,0.31734272724320395,0.289009714581693,0.32396590628967453
0.3107745885979184,0.3282216138230396,0.30967901766718703,0.32498163124911517,0.2983643489214455,0.3136003780743048,0.29415279498786223,0.3121607028731727,0.2936062558130102,0.321196745571158
0.3093153899984702,0.33483891030829904,0.31017015093141365,0.3216100870662172,0.2994094175546237,0.33235482587685894,0.29625725652062146,0.3217335498880246,0.29500135812491146,0.32136412175502815
0.3157583814442043,0.3302721042165061,0.3090033688291195,0.3218655982298007,0.30118136985611665,0.3249480708868545,0.2937812323943778,0.33255778275792214,0.29367421170135066,0.31216921638314793
0.3178549976124797,0.330688013310376,0.30494847423077287,0.3248676055404924,0.2959706453826339,0.3186585363406182,0.306374682879184,0.31079961127747124,0.28760152340145567,0.3166030578779715
0.31735640059558096,0.32694061516938766,0.3043418831603097,0.3278368275340809,0.29860371070139247,0.3256731454306122,0.293416139530866,0.31983859694475264,0.2937318088566272,0.31549767025639647
0.3085039123838868,0.32656196887963757,0.30757222964504277,0.3305679231311663,0.30031889563227665,0.3098212613049156,0.2949222661025656,0.32320271467537387,0.30001097969358814,0.31197199312155266
0.3111539381207439,0.3268372090609019,0.3135636450962968,0.32198410524659826,0.3070719459035636,0.3230168775329858,0.29872194515801487,0.3206153910082809,0.2949431788225726,0.31880082091972883
